address,floor,area,rent,price,date,kr_sqm,change,sqm,rooms
Hagagatan 12,2.0,"Vasastan,",3244.0,7320000.0,2019-12-04,104571.0,17.0,70.0,3.0
Roslagsgatan 21B,2.0,"Vasastan - Sibirien,",1866.0,4050000.0,2019-12-04,109459.0,23.0,37.0,2.0
Lars Forssells Gata 26,3.0,"Kungsholmen Hornsbergs Strand,",5004.0,5750000.0,2019-12-04,64607.0,5.0,89.0,3.0
Upplandsgatan 54 D,2.0,"Vasastan Odenplan,",2697.0,5450000.0,2019-12-04,89344.0,4.0,61.0,2.0
Krukmakargatan 59,,"Södermalm Högalid,",2975.0,4000000.0,2019-12-04,83333.0,15.0,48.0,2.0
Doktor Abelins gata 2,,"Södermalm,",2172.0,4000000.0,2019-12-04,90909.0,14.0,44.0,2.0
Floragatan 19,45.0,"Östermalm - Villastan,",5622.0,16300000.0,2019-12-04,133607.0,1.0,122.0,4.0
Sysslomansgatan 24,8.0,"Kungsholmen,",1230.0,2575000.0,2019-12-04,107292.0,17.0,24.0,1.0
Tavastgatan 47,3.0,"Mariatorget / Södermalm,",4121.0,13425000.0,2019-12-04,100940.0,22.0,133.0,6.0
Torstenssonsgatan 10A,,"Östermalm,",2273.0,10000000.0,2019-12-04,156250.0,1.0,64.0,2.0
Fridhemsgatan 70,,"Kungsholmen,",4362.0,9160000.0,2019-12-04,85607.0,22.0,107.0,3.0
Storskärsgatan 3,,"Gärdet,",1398.0,3200000.0,2019-12-04,103226.0,7.0,31.0,2.0
Hantverkargatan 87,,"Kungsholmen/Fridhemsplan,",5294.0,9150000.0,2019-12-03,83182.0,14.0,110.0,4.0
Swedenborgsgatan 11,1.0,"Mariatorget,",2871.0,6400000.0,2019-12-03,110345.0,31.0,58.0,2.0
Roslagsgatan 59,2.0,"Vasastan,",3434.0,5600000.0,2019-12-03,96552.0,13.0,58.0,
Essingestråket 38,1.0,"Kungsholmen - Stora Essingen,",3772.0,6400000.0,2019-12-03,94118.0,28.0,68.0,3.0
Reimersholmsgatan 63,2.0,"Södermalm Reimersholme,",5479.0,7420000.0,2019-12-03,82444.0,9.0,90.0,3.0
Smedsbacksgatan 7,2.0,"Gärdet / Östermalm,",2191.0,3160000.0,2019-12-03,87778.0,9.0,36.0,1.0
Sankt Göransgatan 152,7.0,"Kungsholmen Stadshagen,",2222.0,3060000.0,2019-12-03,95625.0,15.0,32.0,
Krukmakargatan 63,2.0,"Högalid,",2975.0,4800000.0,2019-12-03,96000.0,17.0,50.0,2.0
Upplandsgatan 77A,1.0,"Vasastan,",2911.0,5800000.0,2019-12-03,101754.0,10.0,57.0,3.0
Rålambsvägen 10B,4.0,"Kungsholmen - Marieberg - Fredhäll,",3607.0,4075000.0,2019-12-03,65726.0,10.0,62.0,2.0
Nybergsgatan 5,,"Östermalm,",,9700000.0,2019-12-03,131081.0,14.0,74.0,2.0
Östgötagatan 29A,,"Katarina/Sofia,",901.0,3600000.0,2019-12-03,90000.0,20.0,40.0,
Gjutargatan 4A,,"Kungsholmen,",1467.0,3010000.0,2019-12-03,79211.0,21.0,38.0,
Rödabergsgatan 2,,"Vasastan/Röda Bergen,",1585.0,3330000.0,2019-12-03,95143.0,11.0,35.0,1.0
Västgötagatan 19,,"Södermalm,",2379.0,4920000.0,2019-12-03,98400.0,23.0,50.0,2.0
Robert Almströmsgatan 9B,2.0,"Birkastan - Vasastan,",2544.0,6650000.0,2019-12-03,107258.0,26.0,62.0,
Åminnevägen 17,,"Ekhagen,",1880.0,2500000.0,2019-12-03,80645.0,16.0,31.0,2.0
Rindögatan 4,5.0,"Gärdet / Östermalm,",3422.0,5530000.0,2019-12-03,95345.0,15.0,58.0,3.0
Tomtebogatan 32 ÖG,,"Vasastan,",3220.0,5675000.0,2019-12-03,93033.0,16.0,61.0,2.0
Artillerigatan 74,3.0,"Nedre Gärdet / Östermalm,",3578.0,10600000.0,2019-12-03,100000.0,20.0,106.0,4.0
Surbrunnsgatan 58,3.0,"Vasastan,",2178.0,6040000.0,2019-12-03,111852.0,23.0,54.0,2.0
Långholmsgatan 13A,,"Södermalm - Högalid,",2627.0,4250000.0,2019-12-03,92391.0,,46.0,2.0
Brahegatan 37 2tr,,"Östermalm,",2178.0,4000000.0,2019-12-03,108108.0,14.0,37.0,
Torsgatan 42 C,5.0,"Vasastan,",5391.0,14100000.0,2019-12-03,127027.0,26.0,111.0,3.0
Drottningholmsvägen 31,2.0,"Kungsholmen,",1870.0,3390000.0,2019-12-03,94167.0,13.0,36.0,2.0
Frejgatan 52,4.0,"Vasastan,",2821.0,6550000.0,2019-12-03,97761.0,19.0,67.0,3.0
Karlbergsvägen 32A,,"Vasastan,",3991.0,12550000.0,2019-12-03,121845.0,8.0,103.0,3.0
Tavastgatan 5,3.0,"Södermalm / Mariaberget,",2838.0,3940000.0,2019-12-03,91628.0,10.0,43.0,2.0
Luntmakargatan 76,4.0,"Vasastan,",2722.0,8050000.0,2019-12-03,104545.0,15.0,77.0,3.0
Maria prästgårdsgata 4,3.0,,1205.0,2760000.0,2019-12-03,110400.0,15.0,25.0,1.0
Furusundsgatan 16,8.0,"Gärdet,",3878.0,11670000.0,2019-12-03,112212.0,26.0,104.0,4.0
Högalidsgatan 13B,,"Södermalm- Högalid,",1950.0,4150000.0,2019-12-03,101220.0,39.0,41.0,2.0
Tjärhovsgatan 22,4.0,"Södermalm,",1862.0,2150000.0,2019-12-03,113158.0,,19.0,1.0
Karlbergsvägen 43B,,"Vasastan - S:t Eriksplan,",3671.0,14700000.0,2019-12-02,86471.0,1.0,170.0,5.0
Brantingsgatan 25,,"Gärdet / Östermalm,",1378.0,2600000.0,2019-12-02,123810.0,24.0,21.0,1.0
Karlbergsvägen 82B,,"Vasastan/Birkastan,",990.0,3175000.0,2019-12-02,113393.0,18.0,28.0,1.0
Bohusgatan 39,,"Sofia,",3184.0,5510000.0,2019-12-02,69747.0,10.0,79.0,
Roslagsgatan 36,3.0,"Vasastan,",1596.0,3900000.0,2019-12-02,108333.0,20.0,36.0,1.0
Vulcanusgatan 8,4.0,"Vasastan Atlas,",896.0,2730000.0,2019-12-02,136500.0,27.0,20.0,1.0
Folkungagatan 101,6.0,"Södermalm Sofia,",1406.0,3600000.0,2019-12-02,85714.0,13.0,42.0,2.0
Mosebacke torg 14 B,2.0,"Södermalm - Mosebacke,",1881.0,4550000.0,2019-12-02,130000.0,34.0,35.0,2.0
Idungatan 8,,,1527.0,3900000.0,2019-12-02,97500.0,13.0,40.0,
Roslagsgatan 13A,2.0,"Vasastan,",3657.0,9400000.0,2019-12-02,94000.0,5.0,100.0,4.0
Västmannagatan 51 B,,"Vasastan,",2346.0,7100000.0,2019-12-02,114516.0,6.0,62.0,2.0
Erik Dahlbergsallén 3,,"Östermalm,",4694.0,11850000.0,2019-12-02,100424.0,10.0,118.0,3.0
Nybrogatan 89,,"Östermalm,",3170.0,8500000.0,2019-12-02,90426.0,1.0,94.0,
Bellmansgatan 19,,"Mariatorget,",3723.0,8350000.0,2019-12-01,101829.0,8.0,82.0,3.0
Färgargårdstorget 48,4.0,"Sofia,",3746.0,6520000.0,2019-11-30,74943.0,25.0,87.0,3.0
Inedalsgatan 9B,,"Kungsholmen,",2430.0,5120000.0,2019-11-30,78769.0,31.0,65.0,2.0
Rålambsvägen 10 A,1.0,"Kungsholmen/Marieberg,",5271.0,6100000.0,2019-11-30,62245.0,2.0,98.0,4.0
Storgatan 30,,"Östermalm,",1220.0,3385000.0,2019-11-30,112833.0,15.0,30.0,1.0
Norr Mälarstrand 96,,"Norr Mälarstrand,",5348.0,8850000.0,2019-11-30,85922.0,2.0,103.0,5.0
Upplandsgatan 66,1.0,"Vasastan,",2370.0,5600000.0,2019-11-29,96552.0,12.0,58.0,
Sankt Eriksgatan 64,,"Vasastan - S:t Eriksplan,",2087.0,5750000.0,2019-11-29,92742.0,15.0,62.0,3.0
Upplandsgatan 54 E,,"Vasastan,",2501.0,5180000.0,2019-11-29,82222.0,7.0,63.0,2.0
Verkstadsgatan 9,,"Hornstull,",1980.0,3225000.0,2019-11-29,82692.0,8.0,39.0,1.0
Norrbackagatan 30,,"Vasastan - Birkastan,",1927.0,5325000.0,2019-11-29,85887.0,10.0,62.0,2.0
Bråvallagatan 10,2.0,"Vasastan - Birkastan,",1735.0,5800000.0,2019-11-29,95082.0,18.0,61.0,2.0
Jaktgatan 14,,"Norra Djurgårdsstaden,",6358.0,10000000.0,2019-11-29,78740.0,3.0,127.0,5.0
Inedalsgatan 2,,"Kungsholmen/Kronobergsparken,",2842.0,3800000.0,2019-11-29,97436.0,,39.0,2.0
Smedsbacksgatan 3 A,,"Gärdet,",3533.0,3775000.0,2019-11-29,71226.0,6.0,53.0,2.0
Köpmangatan 8,,,2567.0,4000000.0,2019-11-29,100000.0,2.0,40.0,2.0
Tavastgatan 31,,"Södermalm Maria,",1571.0,5780000.0,2019-11-29,94754.0,29.0,61.0,
Essingestråket 44,5.0,"Kungsholmen - Stora Essingen,",3130.0,4850000.0,2019-11-29,82203.0,2.0,59.0,2.0
Jakob Westinsgatan 5,,"Kungsholmen,",1956.0,14000000.0,2019-11-29,100000.0,12.0,140.0,
Rödabergsgatan 12,3.0,"Vasastan,",1727.0,3910000.0,2019-11-29,95366.0,12.0,41.0,2.0
Bjurholmsgatan 37,,"Södermalm,",1988.0,3100000.0,2019-11-29,79487.0,11.0,39.0,1.0
Wargentinsgatan 5G,,"Kungsholmen,",1150.0,2495000.0,2019-11-29,95962.0,,26.0,1.0
Surbrunnsgatan 10,2.0,"Vasastan/Östermalm,",1586.0,5125000.0,2019-11-29,91518.0,21.0,56.0,2.0
Karlsviksgatan 7,,"Kungsholmen,",3917.0,6200000.0,2019-11-29,79487.0,,78.0,3.0
Scheelegatan 38 B,7.0,"Kungsholmen,",3756.0,6020000.0,2019-11-29,73415.0,13.0,82.0,3.0
Upplandsgatan 36,1.0,"Vasastan / Odenplan,",3947.0,8175000.0,2019-11-29,102188.0,11.0,80.0,3.0
Östermalmsgatan 100,,"Östermalm,",4200.0,20300000.0,2019-11-29,119412.0,7.0,170.0,5.0
Banérgatan 39,,"Östermalm,",5988.0,24600000.0,2019-11-29,134426.0,7.0,183.0,5.0
Gävlegatan 26,6.0,"Vasastan,",2750.0,5025000.0,2019-11-29,91364.0,9.0,55.0,2.0
Garvar Lundins gränd 5 1tr,,"Kungsholmen,",2929.0,10600000.0,2019-11-29,89076.0,3.0,119.0,
Nybrogatan 20,,"Östermalm,",,10000000.0,2019-11-29,142857.0,1.0,70.0,3.0
Banérgatan 21,,"Östermalm,",3500.0,12500000.0,2019-11-29,111607.0,6.0,112.0,4.0
Birger Jarlsgatan 98,,"Östermalm,",5414.0,10800000.0,2019-11-29,106931.0,8.0,101.0,4.0
Västmannagatan 44,5.0,"Vasastan,",1807.0,11500000.0,2019-11-29,100000.0,16.0,115.0,5.0
Tunnelgatan 1 A,2.0,"Vasastan - City/Norrmalm,",3560.0,6500000.0,2019-11-28,84416.0,8.0,77.0,3.0
Frejgatan 55,3.0,"Vasastan,",3500.0,9050000.0,2019-11-28,87864.0,10.0,103.0,
Ringvägen 161,,"Sofia,",2583.0,6100000.0,2019-11-28,82432.0,11.0,74.0,3.0
John Bergs Plan 7,,"Kungsholmen,",2413.0,3000000.0,2019-11-28,96774.0,,31.0,1.0
Riddargatan 21,3.0,"Östermalm,",1146.0,3700000.0,2019-11-28,123333.0,24.0,30.0,1.0
Sankt Eriksgatan 28A,3.0,"Kungsholmen,",1493.0,5200000.0,2019-11-28,98113.0,12.0,53.0,2.0
Gästrikegatan 7,2.0,"Vasastan,",1070.0,2800000.0,2019-11-28,140000.0,22.0,20.0,1.0
Gävlegatan 9,4.0,"Vasastan - Röda Bergen,",1452.0,3575000.0,2019-11-28,94079.0,5.0,38.0,2.0
Karlsviksgatan 15,,"Kungsholmen/Norr Mälarstrand,",3265.0,4650000.0,2019-11-28,76230.0,6.0,61.0,2.0
Dalagatan 86E,4.0,"Vasastan,",2236.0,3550000.0,2019-11-28,93421.0,19.0,38.0,1.0
Magnus ladulåsgatan 53,,"Maria,",2709.0,4050000.0,2019-11-28,72321.0,7.0,56.0,
Magnus ladulåsgatan 46,1.0,"Katarina,",2746.0,3650000.0,2019-11-28,66364.0,4.0,55.0,2.0
Nordenflychtsvägen 65,2.0,"Kungsholmen Hornsbergs Strand,",4230.0,6790000.0,2019-11-28,72234.0,8.0,94.0,4.0
Tomtebogatan 51,3.0,"Stockholm,",3218.0,6200000.0,2019-11-28,100000.0,13.0,62.0,2.0
Krukmakargatan 67,33.0,"Södermalm Högalid,",2729.0,3875000.0,2019-11-28,90116.0,6.0,43.0,2.0
Sandhamnsgatan 75,,"Gärdet,",2791.0,3400000.0,2019-11-28,82927.0,3.0,41.0,2.0
Kungsholmsgatan 44,2.0,"Kungsholmen Rådhuset,",1844.0,3960000.0,2019-11-28,94286.0,20.0,42.0,
Ruddammsvägen 4A,5.0,"Östermalm/ Vasastan,",2424.0,4040000.0,2019-11-28,77692.0,6.0,52.0,2.0
Hornsgatan 90,3.0,"Södermalm,",1537.0,7180000.0,2019-11-28,86506.0,3.0,83.0,3.0
Torsgatan 40A,4.0,"Vasastan - Sankt Eriksplan,",2741.0,5000000.0,2019-11-28,90909.0,14.0,55.0,2.0
Gumshornsgatan 9,,"Karlaplan,",2032.0,4000000.0,2019-11-28,93023.0,,43.0,
Brahegatan 50,3.0,"Östermalm,",3142.0,5710000.0,2019-11-28,93607.0,9.0,61.0,3.0
Norrtullsgatan 25 C,2.0,"Vasastan,",2467.0,4850000.0,2019-11-28,85088.0,22.0,57.0,2.0
Heleneborgsgatan 30,,"Södermalm - Hornstull,",3791.0,6000000.0,2019-11-28,71429.0,1.0,84.0,3.0
Tre Liljor 5A,,"Vasastan,",3257.0,6900000.0,2019-11-27,85185.0,18.0,81.0,
Folkskolegatan 3,3.0,"Hornstull,",1442.0,2550000.0,2019-11-27,106250.0,22.0,24.0,1.0
Lidnersplan 12,,"Kungsholmen/Kristineberg,",1176.0,2690000.0,2019-11-27,96071.0,23.0,28.0,1.0
Folkungagatan 93,2.0,,1451.0,5200000.0,2019-11-27,89655.0,7.0,58.0,2.0
Kungsklippan 22,89.0,"Kungsholmen,",1759.0,2700000.0,2019-11-27,122727.0,23.0,22.0,1.0
Kaptensgatan 14 B,,"Östermalm,",1454.0,3750000.0,2019-11-27,117188.0,17.0,32.0,1.0
David Bagares Gata 12A,3.0,"Norrmalm,",2933.0,6000000.0,2019-11-27,95238.0,,63.0,2.0
Kammakargatan 50,4.0,"Vasastan - Tegnérlunden,",2433.0,3880000.0,2019-11-27,99487.0,21.0,39.0,
Heimdalsgatan 1,1.0,"Vasastan - Odenplan,",3705.0,8100000.0,2019-11-27,103846.0,13.0,78.0,3.0
Bastugatan 25,2.0,"Södermalm Maria,",1099.0,3510000.0,2019-11-27,113226.0,19.0,31.0,2.0
Norra Agnegatan 32,,"Kungsholmen,",1440.0,3900000.0,2019-11-27,102632.0,12.0,38.0,2.0
Fredhällsgatan 9,,"Fredhäll,",3347.0,4550000.0,2019-11-27,77119.0,11.0,59.0,2.0
Hornsgatan 154,3.0,"Södermalm,",2462.0,4700000.0,2019-11-27,90385.0,18.0,52.0,2.0
Bjurholmsplan 23,,"Södermalm Katarina,",1767.0,2900000.0,2019-11-27,103571.0,17.0,28.0,1.0
Sankt Eriksgatan 43 A,,"Kungsholmen/Fridhemsplan,",1011.0,3925000.0,2019-11-27,109028.0,12.0,36.0,2.0
Vikingagatan 14B,3.0,"Vasastan - Birkastan,",1643.0,5920000.0,2019-11-27,100339.0,14.0,59.0,2.0
Atterbomsvägen 60,,"Kungsholmen/Fredhäll,",1290.0,2500000.0,2019-11-27,89286.0,25.0,28.0,1.0
Renstiernas gata 16,,"Södermalm Katarina,",2886.0,7145000.0,2019-11-27,95267.0,,75.0,3.0
Karlbergsvägen 30,2.0,"Vasastan - Odenplan,",1573.0,4370000.0,2019-11-27,101628.0,18.0,43.0,2.0
Kommendörsgatan 8P,,"Östermalm,",2116.0,5150000.0,2019-11-27,109574.0,7.0,47.0,2.0
Blekingegatan 16,,"Södermalm / Katarina/Sofia,",1572.0,3070000.0,2019-11-27,93030.0,23.0,33.0,1.0
Kungsholms strand 181,,"Kungsholmen,",1660.0,3050000.0,2019-11-27,101667.0,22.0,30.0,1.0
Ringvägen 151 A,2.0,"Södermalm,",3900.0,8760000.0,2019-11-27,93191.0,10.0,94.0,4.0
Sankt Göransgatan 62,,"Kungsholmen,",1608.0,3200000.0,2019-11-27,100000.0,11.0,32.0,2.0
Linnégatan 17A,,"Östermalm,",1194.0,3100000.0,2019-11-27,110714.0,11.0,28.0,1.0
Klippgatan 14B,,"Södermalm SoFo,",2738.0,3925000.0,2019-11-27,80102.0,5.0,49.0,2.0
Tavastgatan 13,,"Södermalm Maria,",2770.0,3750000.0,2019-11-27,93750.0,9.0,40.0,2.0
Skeppargatan 98,3.0,"Gärdet / Östermalm,",2874.0,4850000.0,2019-11-27,88182.0,8.0,55.0,3.0
Blekingegatan 42,2.0,"Katarina,",4301.0,9550000.0,2019-11-27,92718.0,15.0,103.0,5.0
Drottninggatan 114 A,2.0,"Vasastan,",2880.0,6450000.0,2019-11-27,97727.0,8.0,66.0,2.0
Fredmansgatan 11,,"Södermalm Maria,",4866.0,6775000.0,2019-11-27,83642.0,3.0,81.0,3.0
Mariatorget 7,,"Södermalm Maria,",944.0,4900000.0,2019-11-27,104255.0,10.0,47.0,2.0
Anders reimers väg 9,,"Södermalm,",1691.0,2510000.0,2019-11-27,104583.0,20.0,24.0,1.0
Drejargatan 6,6.0,"Vasastan,",2275.0,5160000.0,2019-11-27,122857.0,15.0,42.0,2.0
Högbergsgatan 76B,,"Södermalm Mariatorget,",2061.0,4420000.0,2019-11-27,85000.0,17.0,52.0,2.0
Artillerigatan 72B,,"Nedre Gärdet / Östermalm,",2553.0,4700000.0,2019-11-27,92157.0,27.0,51.0,2.0
Smedsbacksgatan 14,1.0,"Gärdet / Östermalm,",2292.0,3350000.0,2019-11-27,98529.0,16.0,34.0,
Cardellgatan 3,2.0,"Östermalm - vid Humlegården,",3521.0,7930000.0,2019-11-27,110139.0,2.0,72.0,3.0
Karlbergsvägen 25B,1.0,"Vasastan,",2369.0,5975000.0,2019-11-27,97951.0,15.0,61.0,
Ringvägen 41A,5.0,"Södermalm,",3155.0,4600000.0,2019-11-27,67647.0,16.0,68.0,2.0
Hallandsgatan 28,,"Södermalm,",3496.0,7150000.0,2019-11-27,75263.0,2.0,95.0,3.0
John Ericssonsgatan 3,3.0,"Kungsholmen,",2056.0,3700000.0,2019-11-27,102778.0,14.0,36.0,2.0
Kungsklippan 20,7.0,"Kungsholmen,",2518.0,3290000.0,2019-11-27,102813.0,14.0,32.0,2.0
Hagagatan 52,3.0,"Vasastan,",5641.0,10375000.0,2019-11-27,79808.0,,130.0,4.0
Södra Agnegatan 26 A,,"Kungsholmen,",2254.0,4550000.0,2019-11-27,82727.0,4.0,55.0,2.0
Valhallavägen 46,,"Östermalm,",5769.0,11900000.0,2019-11-27,102586.0,16.0,116.0,4.0
Grevgatan 8,,"Östermalm,",3737.0,10300000.0,2019-11-27,110753.0,4.0,93.0,
Essinge Brogata 20,1.0,"Lilla Essingen,",2269.0,3025000.0,2019-11-27,75625.0,14.0,40.0,2.0
Linnégatan 20,2.0,"Östermalm,",5113.0,11750000.0,2019-11-27,117500.0,18.0,100.0,4.0
Östermalmsgatan 16,,"Östermalm,",5432.0,15500000.0,2019-11-27,134783.0,5.0,115.0,4.0
Grevgatan 23A,,"Östermalm,",1426.0,2825000.0,2019-11-27,122826.0,3.0,23.0,1.0
Dalagatan 40,,"Vasastan,",5015.0,10800000.0,2019-11-27,90756.0,8.0,119.0,4.0
Essinge Brogata 19,,"Lilla Essingen,",1516.0,2175000.0,2019-11-27,83654.0,15.0,26.0,1.0
Rörstrandsgatan 35,,"Vasastan - Birkastan,",1691.0,5010000.0,2019-11-27,82131.0,11.0,61.0,2.0
Birger Jarlsgatan 67,1.0,"Östermalm/Vasastan,",2613.0,6850000.0,2019-11-27,100735.0,1.0,68.0,3.0
Smedsbacksgatan 1,6.0,"Gärdet / Östermalm,",2366.0,3500000.0,2019-11-27,109375.0,17.0,32.0,2.0
Karlavägen 15 A,2.0,"Östermalm,",5105.0,12900000.0,2019-11-27,109322.0,8.0,118.0,4.0
Högalidsgatan 50,3.0,"Hornstull,",1992.0,3475000.0,2019-11-27,91447.0,16.0,38.0,
Kungsholmsgatan 9,3.0,,1881.0,2500000.0,2019-11-27,108696.0,25.0,23.0,1.0
Karlavägen 52,,"Östermalm,",583.0,3200000.0,2019-11-27,123077.0,23.0,26.0,1.0
Helgalunden 11,,"Södermalm,",3157.0,8050000.0,2019-11-27,111806.0,16.0,72.0,3.0
Storgatan 32,,"Östermalm,",1651.0,3000000.0,2019-11-26,120000.0,,25.0,2.0
Ringvägen 163,,"Sofia,",2787.0,6400000.0,2019-11-26,83117.0,16.0,77.0,3.0
Skeppargatan 11,,"Östermalm,",1474.0,3010000.0,2019-11-26,125417.0,16.0,24.0,1.0
Magnus Ladulåsgatan 9,,"Maria,",3510.0,5090000.0,2019-11-26,68784.0,13.0,74.0,3.0
Katarina Bangata 57,,"Sofia,",2030.0,3400000.0,2019-11-26,94444.0,15.0,36.0,2.0
Tjärhovsgatan 50,,"Sofia,",1563.0,4310000.0,2019-11-26,102619.0,18.0,42.0,2.0
Roslagsgatan 51,3.0,"Vasastan - Sibirien,",2480.0,4400000.0,2019-11-26,97778.0,26.0,45.0,2.0
Skånegatan 107,,"Södermalm \ Sofia,",1986.0,3725000.0,2019-11-26,103472.0,31.0,36.0,1.0
Fredhällsgatan 7,3.0,"Kungsholmen - Fredhäll,",2238.0,3700000.0,2019-11-26,82222.0,12.0,45.0,2.0
Vegagatan 6,3.0,"Vasastan/Odenplan,",3608.0,9000000.0,2019-11-26,113924.0,24.0,79.0,3.0
Frejgatan 36A,1.0,"Vasastan Odenplan,",1795.0,3000000.0,2019-11-26,107143.0,20.0,28.0,1.0
Norrtullsgatan 61,1.0,"Vasastaden,",1566.0,3330000.0,2019-11-26,111000.0,21.0,30.0,1.0
Svarvargatan 17,,"Kungsholmen - Fridhemsplan,",2192.0,3250000.0,2019-11-26,85526.0,9.0,38.0,2.0
Östhammarsgatan 72A,4.0,"Gärdet,",3005.0,4800000.0,2019-11-26,92308.0,,52.0,2.0
Brännkyrkagatan 40,,"Södermalm,",2550.0,3525000.0,2019-11-26,113710.0,31.0,31.0,2.0
Kungsholms Strand 183,5.0,"Kungsholmen,",1847.0,3000000.0,2019-11-26,100000.0,,30.0,1.0
Tjurbergsgatan 34,2.0,"Katarina/Sofia,",1517.0,2575000.0,2019-11-26,99038.0,29.0,26.0,1.0
Ehrensvärdsgatan 4,,"Kungsholmen,",1304.0,3850000.0,2019-11-26,104054.0,17.0,37.0,2.0
Nordenflychtsvägen 64,6.0,"Kungsholmen / Hornsbergs strand,",1332.0,3700000.0,2019-11-26,84091.0,4.0,44.0,1.0
Ulriksborgsgatan 7,10.0,"Kungsholmen,",2467.0,3200000.0,2019-11-26,80000.0,11.0,40.0,1.0
Runiusgatan 7,,"Kungsholmen - Fredhäll,",4763.0,6650000.0,2019-11-26,62736.0,4.0,106.0,4.0
Östgötagatan 32,,"Södermalm- Sofia,",1665.0,4880000.0,2019-11-26,103830.0,,47.0,3.0
Styrmansgatan 16,,"Östermalm,",2679.0,5250000.0,2019-11-26,107143.0,17.0,49.0,2.0
Långholmsgatan 7A,,"Södermalm - Högalid,",2615.0,4900000.0,2019-11-26,92453.0,13.0,53.0,2.0
Frejgatan 16,5.0,"Vasastan,",1853.0,4780000.0,2019-11-26,108636.0,23.0,44.0,2.0
Frejgatan 46 A,5.0,"Vasastan,",3276.0,7900000.0,2019-11-26,111268.0,10.0,71.0,3.0
Torsgatan 61,5.0,"St Eriksplan,",1740.0,3800000.0,2019-11-26,105556.0,21.0,36.0,2.0
Atlasgatan 20,22.0,"Atlasområdet,",2688.0,7750000.0,2019-11-26,89080.0,11.0,87.0,3.0
Blanchegatan 18,,"Östermalm / Nedre Gärdet,",1856.0,3000000.0,2019-11-25,90909.0,16.0,33.0,1.0
Brännerigatan 5,,"Katarina,",2913.0,4300000.0,2019-11-25,82692.0,8.0,52.0,2.0
Katarina Bangata 55,3.0,"Katarina,",3561.0,6300000.0,2019-11-25,96923.0,18.0,65.0,3.0
Bondegatan 8,,"Katarina,",3132.0,5000000.0,2019-11-25,87719.0,11.0,57.0,2.0
Bergsgatan 49 lgh 1105,,"Kungsholmen,",1426.0,2800000.0,2019-11-25,100000.0,,28.0,1.0
Igeldammsgatan 10,,"Kungsholmen,",2238.0,3175000.0,2019-11-25,88194.0,23.0,36.0,
Artillerigatan 43,,"Östermalm,",3414.0,7850000.0,2019-11-25,112143.0,,70.0,3.0
Västmannagatan 80,2.0,"Vasastan/Odenplan,",1323.0,3410000.0,2019-11-25,113667.0,24.0,30.0,1.0
Rindögatan 26,,"Gärdet,",1251.0,2350000.0,2019-11-25,83929.0,,28.0,1.0
Sankt Eriksgatan 108,1.0,"Vasastan,",1736.0,4100000.0,2019-11-25,97619.0,9.0,42.0,2.0
Wollmar Yxkullsgatan 50,,"Södermalm,",2884.0,4050000.0,2019-11-25,82653.0,19.0,49.0,
Roslagsgatan 36,1.0,"Vasastan,",3153.0,7030000.0,2019-11-25,92500.0,10.0,76.0,2.0
Linnégatan 78,,"Östermalm,",873.0,5575000.0,2019-11-25,139375.0,12.0,40.0,2.0
Sysslomansgatan 22,5.0,"Kungsholmen,",3884.0,4775000.0,2019-11-24,75794.0,2.0,63.0,
Borgargatan 6,4.0,"Södermalm,",3480.0,5200000.0,2019-11-24,78788.0,13.0,66.0,
Kungsbro Strand 25,6.0,"Kungsholmen,",4660.0,6100000.0,2019-11-24,95313.0,2.0,64.0,3.0
Dalagatan 6,,"Vasastan,",2496.0,7550000.0,2019-11-24,61885.0,1.0,122.0,3.0
Brännkyrkagatan 80,,"Högalid,",2471.0,5135000.0,2019-11-23,69392.0,3.0,74.0,3.0
Birger Jarlsgatan 104B,3.0,"Östermalm,",2279.0,3410000.0,2019-11-23,110000.0,14.0,31.0,
Hagagatan 4,2.0,"Vasastan Odenplan,",2498.0,6500000.0,2019-11-23,91549.0,6.0,71.0,
Grevgatan 26A,,"Östermalm,",2421.0,6000000.0,2019-11-23,113208.0,4.0,53.0,2.0
Bastugatan 17,3.0,"Mariaberget,",1759.0,4100000.0,2019-11-22,97619.0,14.0,42.0,2.0
Drottninggatan 73A,,"Vasastan/ Norrmalm,",1517.0,9500000.0,2019-11-22,102151.0,,93.0,3.0
Roslagsgatan 29A,4.0,"Vasastan,",1507.0,2900000.0,2019-11-22,120833.0,21.0,24.0,1.0
Lidnersplan 8,4.0,"Kungsholmen,",2037.0,3160000.0,2019-11-22,101935.0,28.0,31.0,2.0
Sankt Eriksgatan 2,,"Kungsholmen,",2074.0,5200000.0,2019-11-22,80000.0,5.0,65.0,2.0
Dalagatan 86A,2.0,"Vasastan,",2949.0,4900000.0,2019-11-22,92453.0,,53.0,2.0
Alströmergatan 32L,2.0,"Kungsholmen,",1307.0,2750000.0,2019-11-22,98214.0,10.0,28.0,1.0
Atterbomsvägen 38,,"Kungsholmen - Fredhäll,",2274.0,3000000.0,2019-11-22,71429.0,5.0,42.0,2.0
Regeringsgatan 78,,"Norrmalm,",1246.0,5300000.0,2019-11-22,101923.0,11.0,52.0,2.0
Furusundsgatan 13 4,,,1475.0,3375000.0,2019-11-22,91216.0,13.0,37.0,1.0
Gyllenborgsgatan 11,,"Kungsholmen - Thorildsplan,",1870.0,3500000.0,2019-11-22,89744.0,18.0,39.0,2.0
