address,floor,area,rent,price,date,kr_sqm,change,sqm,rooms
Celsiusgatan 7,3.0,"Kungsholmen Rådhuset,",1751.0,3950000.0,2020-02-07,87778.0,18.0,45.0,2.0
Samaritgränd 1,3.0,"Södermalm,",4466.0,7400000.0,2020-02-07,79570.0,1.0,93.0,
Grevgatan 5,3.0,"Östermalm,",,3855000.0,2020-02-07,183571.0,17.0,21.0,1.0
Frejgatan 47,5.0,"Vasastan,",2075.0,9500000.0,2020-02-07,111765.0,27.0,85.0,3.0
Atlasmuren 4,3.0,"Vasastan,",1468.0,3375000.0,2020-02-07,102273.0,17.0,33.0,2.0
Banérgatan 44,4.0,"Östermalm,",946.0,3300000.0,2020-02-07,132000.0,20.0,25.0,1.0
Roslagsgatan 41,3.0,"Vasastan,",3524.0,6100000.0,2020-02-07,88406.0,6.0,69.0,2.0
Folkungagatan 142,2.0,"Södermalm-Sofia,",919.0,2660000.0,2020-02-07,102308.0,8.0,26.0,1.0
Polhemsgatan 38,,"Kungsholmen,",2712.0,4000000.0,2020-02-07,83333.0,,48.0,2.0
Eriksbergsgatan 9,,"Östermalm,",1866.0,4700000.0,2020-02-07,117500.0,18.0,40.0,2.0
Torbjörn klockares gata 11,,"Vasastan - Röda Bergen,",2169.0,3400000.0,2020-02-07,85000.0,14.0,40.0,1.0
Folkungagatan 74,2.0,"Södermalm SoFo,",4200.0,7650000.0,2020-02-07,88953.0,13.0,86.0,3.0
Gävlegatan 13,4.0,"Vasastan,",2337.0,4225000.0,2020-02-07,91848.0,16.0,46.0,2.0
Västgötagatan 19,4.0,"Katarina,",2379.0,5000000.0,2020-02-07,100000.0,19.0,50.0,2.0
Bergsundsgatan 16,4.0,"Södermalm - Hornstull,",1901.0,3235000.0,2020-02-07,104355.0,16.0,31.0,1.0
Kungsholms kyrkoplan 4,,"Kungsholmen,",2257.0,4300000.0,2020-02-07,89583.0,13.0,48.0,2.0
Gävlegatan 3,3.0,"Vasastan,",1705.0,4020000.0,2020-02-07,85532.0,2.0,47.0,2.0
Sehlstedtsgatan 3,,"Gärdet / Östermalm,",3436.0,4500000.0,2020-02-07,67164.0,13.0,67.0,2.0
Sandhamnsgatan 22,,"Gärdet,",3999.0,6050000.0,2020-02-07,74691.0,3.0,81.0,3.0
Badstrandsvägen 21,,"Stora Essingen / Kungsholmen,",2480.0,2775000.0,2020-02-07,73026.0,7.0,38.0,2.0
Blecktornsstigen 8,2.0,"Katarina - Sofia / Södermalm,",3743.0,5800000.0,2020-02-07,89231.0,,65.0,3.0
Kungsgatan 51,,"Östermalm,",2668.0,9200000.0,2020-02-07,100000.0,2.0,92.0,3.0
Hornsgatan 158A,4.0,"Hornstull / Södermalm,",1769.0,3850000.0,2020-02-07,104054.0,21.0,37.0,2.0
Banérgatan 41,,"Östermalm,",3725.0,12700000.0,2020-02-07,123301.0,8.0,103.0,3.0
Hagagatan 22,,"Vasastan,",4767.0,7600000.0,2020-02-07,97436.0,17.0,78.0,
Bondegatan 64A,4.0,"Södermalm,",1917.0,4545000.0,2020-02-07,98804.0,25.0,46.0,2.0
Grev Magnigatan 10 A,,"Östermalm/Strandvägen,",2853.0,5990000.0,2020-02-07,115192.0,1.0,52.0,2.0
Robert Almströmsgata 7,,,2826.0,6000000.0,2020-02-07,96774.0,10.0,62.0,2.0
Grevgatan 37,,"Östermalm,",3403.0,12325000.0,2020-02-07,143314.0,17.0,86.0,4.0
Tomtebogatan 44,,"Birkastan,",2534.0,5850000.0,2020-02-07,102632.0,14.0,57.0,2.0
Hornsgatan 158B,4.0,"Hornstull,",2861.0,5350000.0,2020-02-06,90678.0,,59.0,2.0
Grevgatan 49,4.0,"Östermalm,",1815.0,3700000.0,2020-02-06,112121.0,10.0,33.0,1.0
Sibyllegatan 54,5.0,"Östermalm,",2240.0,5650000.0,2020-02-06,102727.0,13.0,55.0,2.0
Geijersvägen 10,34.0,"Kungsholmen/Thorildsplan,",2193.0,2770000.0,2020-02-06,74865.0,8.0,37.0,1.0
Sankt Eriksgatan 52,,"Kungsholmen,",2614.0,3450000.0,2020-02-06,98571.0,,35.0,2.0
Smedsbacksgatan 6,4.0,"Östermalm / Gärdet,",3321.0,4020000.0,2020-02-06,83750.0,6.0,48.0,2.0
Frödingsvägen 7,,,2260.0,3450000.0,2020-02-06,84146.0,15.0,41.0,2.0
Pontonjärgatan 30,,"Kungsholmen,",3288.0,4700000.0,2020-02-06,82456.0,12.0,57.0,3.0
Ynglingagatan 5,2.0,"Vasastan,",2653.0,5350000.0,2020-02-06,77536.0,1.0,69.0,
Sankt Eriksgatan 83,2.0,"Vasastan,",4417.0,9500000.0,2020-02-06,87963.0,15.0,108.0,4.0
Råggatan 8,,"Södermalm,",1864.0,2925000.0,2020-02-06,94355.0,19.0,31.0,1.0
Heimdalsgatan 3,3.0,"Vasastan,",3869.0,10825000.0,2020-02-06,123011.0,17.0,88.0,4.0
Riddargatan 49A,2.0,"Östermalm,",1825.0,8000000.0,2020-02-06,115942.0,10.0,69.0,3.0
Olof Dalins väg 16,4.0,"Kungsholmen,",5057.0,5545000.0,2020-02-06,80362.0,11.0,69.0,3.0
Kungsholms strand 105,,"Kungsholmen,",3979.0,5900000.0,2020-02-06,88060.0,18.0,67.0,3.0
Sandelsgatan 30,3.0,"Nedre Gärdet / Östermalm,",5424.0,10100000.0,2020-02-06,105208.0,,96.0,4.0
Valhallavägen 22b,4.0,"Östermalm,",2456.0,5000000.0,2020-02-06,106383.0,26.0,47.0,2.0
Vulcanusgatan 10,2.0,"Vasastan/Atlas,",2023.0,4400000.0,2020-02-06,112821.0,26.0,39.0,2.0
Furusundsgatan 7,1.0,"Gärdet / Östermalm,",2146.0,2925000.0,2020-02-06,100862.0,17.0,29.0,1.0
Kaptensgatan 14 A,,"Östermalm,",1235.0,4200000.0,2020-02-06,123529.0,,34.0,1.0
Folkskolegatan 20,,"Södermalm - Högalid,",5695.0,7160000.0,2020-02-06,79556.0,9.0,90.0,3.0
Ljustergränd 5A,,"Katarina/Sofia,",2670.0,5230000.0,2020-02-06,78060.0,22.0,67.0,2.0
Ringvägen 158,,"Katarina/Sofia,",1859.0,4050000.0,2020-02-06,90000.0,16.0,45.0,2.0
Drottningholmsvägen 72,,"Kungsholmen,",2073.0,2800000.0,2020-02-06,70000.0,4.0,40.0,1.0
Hälsingegatan 19,2.0,"Vasastan,",2254.0,6055000.0,2020-02-06,100917.0,18.0,60.0,2.0
Lill-Jans plan 8.,,"Östermalm,",1644.0,6675000.0,2020-02-06,99627.0,5.0,67.0,3.0
Katarina Bangata 55,4.0,"Södermalm,",2128.0,3130000.0,2020-02-06,94848.0,21.0,33.0,1.0
Valhallavägen 146 B,2.0,"Östermalm - Gärdet,",3604.0,9500000.0,2020-02-06,101064.0,2.0,94.0,4.0
Industrigatan 7a,3.0,"Kungsholmen,",3642.0,3720000.0,2020-02-06,80870.0,16.0,46.0,2.0
Kungsholms Strand 135 B,4.0,"Kungsholmen,",2202.0,4950000.0,2020-02-06,93396.0,4.0,53.0,2.0
Sven Rinmans Gata 3,1.0,"Kungsholmen,",1907.0,3760000.0,2020-02-06,101622.0,12.0,37.0,2.0
Fridhemsgatan 62,3.0,"Kungsholmen,",2019.0,4500000.0,2020-02-06,90000.0,13.0,50.0,2.0
Sveavägen 115,,"Vasastan,",2225.0,4950000.0,2020-02-06,91667.0,10.0,54.0,2.0
Lidnersplan 10,,"Kungsholmen / Kristineberg,",2233.0,2925000.0,2020-02-06,76974.0,17.0,38.0,2.0
Frejgatan 25 A,,"Vasastan/Sibirien,",1074.0,2950000.0,2020-02-06,140476.0,29.0,21.0,1.0
Wivalliusgatan 13,3.0,"Kungsholmen,",3236.0,4500000.0,2020-02-06,78947.0,13.0,57.0,2.0
Samaritgränd 1,,"Södermalm,",3217.0,6000000.0,2020-02-06,84507.0,14.0,71.0,2.0
Danderydsgatan 30A,2.0,"Östermalm,",1767.0,4700000.0,2020-02-06,114634.0,25.0,41.0,2.0
Stureparken 9,,"Östermalm,",4050.0,11200000.0,2020-02-06,120430.0,3.0,93.0,3.0
Nybrogatan 23B,,"Östermalm,",1118.0,14600000.0,2020-02-06,100000.0,4.0,146.0,5.0
Heleneborgsgatan 20,5.0,"Högalid Södermalm,",3854.0,8260000.0,2020-02-06,125152.0,28.0,66.0,2.0
Heimdalsgatan 1,1.0,"Vasastan,",3527.0,7225000.0,2020-02-06,98973.0,11.0,73.0,3.0
Maria Prästgårdsgata 12,4.0,"Mariatorget,",2915.0,9075000.0,2020-02-06,97581.0,7.0,93.0,3.0
Bondegatan 5B,,"Katarina,",2683.0,4175000.0,2020-02-05,78774.0,6.0,53.0,2.0
Sveavägen 122,3.0,"Vasastan - City/Norrmalm,",1102.0,2740000.0,2020-02-05,119130.0,25.0,23.0,1.0
Storgatan 56A,,"Östermalm,",1163.0,3200000.0,2020-02-05,128000.0,14.0,25.0,1.0
Torsgatan 72,,"Vasastan - Röda Bergen,",2962.0,5150000.0,2020-02-05,75735.0,5.0,68.0,3.0
Ringvägen 110,67.0,"Katarina/Sofia,",3960.0,10500000.0,2020-02-05,98131.0,,107.0,5.0
Nybrogatan 76 B,4.0,"Östermalm,",2696.0,8100000.0,2020-02-05,108000.0,11.0,75.0,2.0
Ekhagsvägen 8,,"Ekhagen / Norra Djurgården,",2550.0,3000000.0,2020-02-05,81081.0,20.0,37.0,2.0
Valhallavägen 53,3.0,"Östermalm/ Vasastan,",1663.0,3030000.0,2020-02-05,108214.0,19.0,28.0,1.0
Skogvaktargatan 4,,"Hjorthagen,",3823.0,4950000.0,2020-02-05,71739.0,3.0,69.0,3.0
Reimersholmsgatan 47,,"Reimersholme - Södermalm,",6686.0,8725000.0,2020-02-05,80046.0,3.0,109.0,4.0
Linnégatan 39A,,"Östermalm,",2890.0,5450000.0,2020-02-05,95614.0,9.0,57.0,
Badstrandsvägen 29,2.0,"Kungsholmen - Stora Essingen,",3184.0,3660000.0,2020-02-05,66545.0,5.0,55.0,
Sveavägen 140,,"Vasastan,",650.0,2850000.0,2020-02-05,109615.0,14.0,26.0,1.0
Rörstrandsgatan 22A,4.0,"Vasastan - Birkastan,",2496.0,6400000.0,2020-02-05,108475.0,16.0,59.0,2.0
Kattgränd 6,,"Södermalm,",1798.0,3800000.0,2020-02-05,105556.0,9.0,36.0,2.0
Smedsbacksgatan 1,,"Gärdet / Östermalm,",2954.0,4300000.0,2020-02-05,97727.0,23.0,44.0,2.0
Harry Martinsons Gata 11,9.0,"Kungsholmen,",4285.0,8150000.0,2020-02-05,81500.0,5.0,100.0,4.0
Igeldammsgatan 22B,,"Kungsholmen,",3172.0,4450000.0,2020-02-05,111250.0,19.0,40.0,1.0
Gästrikegatan 15A,,"Vasastan - Birkastan,",1858.0,5100000.0,2020-02-05,108511.0,,47.0,2.0
Östgötagatan 48A,3.0,"Södermalm,",1492.0,3640000.0,2020-02-05,95789.0,22.0,38.0,2.0
Brantingsgatan 45,2.0,"Nedre Gärdet,",2857.0,7675000.0,2020-02-05,102333.0,14.0,75.0,
Vindragarvägen 4,5.0,"Södermalm / Reimersholme,",1407.0,2350000.0,2020-02-05,106818.0,18.0,22.0,1.0
Krukmakargatan 33A,,"Södermalm,",1996.0,4725000.0,2020-02-05,94500.0,21.0,50.0,2.0
Ringvägen 70,,"Södermalm Katarina,",3046.0,4415000.0,2020-02-05,100341.0,26.0,44.0,2.0
Erik Dahlbergsgatan 24,4.0,"Gärdet / Östermalm,",2234.0,4775000.0,2020-02-05,111047.0,37.0,43.0,2.0
Vulcanusgatan 1,5.0,"Vasastan,",2862.0,5500000.0,2020-02-05,103774.0,,53.0,2.0
Valhallavägen 42,4.0,"Östermalm,",2812.0,6100000.0,2020-02-05,98387.0,23.0,62.0,2.0
Östgötagatan 87B,2.0,"Södermalm - Katarina,",2437.0,5500000.0,2020-02-05,79710.0,10.0,69.0,
Mariatorget 6A,,"Södermalm Maria,",2680.0,7000000.0,2020-02-05,104478.0,18.0,67.0,2.0
Möregatan 7,,"Södermalm - Medborgarplatsen,",2215.0,2600000.0,2020-02-05,89655.0,,29.0,
Rålambsvägen 72,2.0,"Kungsholmen Fredhäll,",2477.0,3010000.0,2020-02-05,83611.0,12.0,36.0,
Lundagatan 48A,3.0,"Högalid,",2374.0,4600000.0,2020-02-05,97872.0,21.0,47.0,2.0
Garvargatan 22,1.0,"Kungsholmen,",1859.0,3710000.0,2020-02-05,82444.0,24.0,45.0,2.0
Ernst Ahlgrens Väg 7,3.0,"Kungsholmen/ Fredhäll,",2329.0,3830000.0,2020-02-05,89070.0,16.0,43.0,2.0
Strindbergsgatan 44,1.0,"Östermalm/ Nedre Gärdet,",2134.0,3625000.0,2020-02-05,92949.0,7.0,39.0,2.0
Fleminggatan 81,5.0,"Kungsholmen,",4423.0,9750000.0,2020-02-05,92857.0,4.0,105.0,4.0
Lindhagensgatan 65,15.0,"Kungsholmen,",2459.0,3400000.0,2020-02-05,79070.0,14.0,43.0,2.0
Wargentinsgatan 5E,3.0,"Kungsholmen,",1750.0,2850000.0,2020-02-05,95000.0,4.0,30.0,1.0
Sankt Göransgatan 146,4.0,"Kungsholmen,",2218.0,3000000.0,2020-02-05,90909.0,13.0,33.0,1.0
Tideliusgatan 65,,"Södermalm,",1733.0,2760000.0,2020-02-05,65714.0,13.0,42.0,1.0
Torsgatan 61,3.0,"Sankt Eriksplan,",1740.0,3590000.0,2020-02-05,99722.0,16.0,36.0,1.0
Fatburs Brunnsgata 11,2.0,"Södermalm,",5205.0,5550000.0,2020-02-05,64535.0,5.0,86.0,3.0
Kronobergsgatan 41,4.0,"Kungsholmen,",3182.0,6750000.0,2020-02-05,95070.0,15.0,71.0,3.0
Norrtullsgatan 25A,,"Vasastan,",2961.0,9000000.0,2020-02-05,142857.0,29.0,63.0,2.0
Nybergsgatan 6 b,,"Östermalm,",1918.0,7750000.0,2020-02-05,125000.0,29.0,62.0,2.0
Rödabergsgatan 7,,"Vasastan - Röda Bergen,",2258.0,4000000.0,2020-02-04,95238.0,8.0,42.0,2.0
Nybrogatan 83,,"Östermalm,",1235.0,5020000.0,2020-02-04,114091.0,12.0,44.0,2.0
Hagagatan 22,,"Vasastan - Odenplan,",2885.0,3380000.0,2020-02-04,84500.0,6.0,40.0,1.0
Drottningholmsvägen 31,6.0,"Kungsholmen/Fridhemsplan,",2795.0,4500000.0,2020-02-04,76271.0,13.0,59.0,2.0
Pär Lagerkvists Gata 6,3.0,"Kungsholmen Hornsbergs Strand,",3250.0,5100000.0,2020-02-04,76119.0,,67.0,3.0
Rörstrandsgatan 35,4.0,"Birkastan/Vasastan,",1856.0,6350000.0,2020-02-04,94776.0,16.0,67.0,
Surbrunnsgatan 56,3.0,"Vasastan,",2558.0,7060000.0,2020-02-04,99437.0,19.0,71.0,3.0
Riddargatan 29B,3.0,"Östermalm,",3316.0,8650000.0,2020-02-04,102976.0,4.0,84.0,3.0
Surbrunnsgatan 8,,"Vasastan - Sibirien,",2133.0,4280000.0,2020-02-04,109744.0,17.0,39.0,
Jakob Westinsgatan 7,5.0,"Kungsholmen Norr Mälarstrand,",3179.0,7550000.0,2020-02-04,104861.0,19.0,72.0,3.0
Upplandsgatan 63 - vindsvåning,,"Vasastan,",3463.0,10750000.0,2020-02-04,139610.0,30.0,77.0,2.0
Sysslomansgatan 22,,"Kungsholmen,",2031.0,3410000.0,2020-02-04,103333.0,27.0,33.0,
Tulegatan 49,6.0,"Vasastan,",2648.0,7375000.0,2020-02-04,108456.0,23.0,68.0,3.0
Kammakargatan 14,2.0,"Norrmalm,",1458.0,4270000.0,2020-02-04,115405.0,34.0,37.0,2.0
Bergsunds Strand 5,,"Södermalm,",2360.0,3200000.0,2020-02-04,88889.0,,36.0,
Dannemoragatan 16A,,"Vasastan,",2637.0,4550000.0,2020-02-04,79825.0,1.0,57.0,2.0
Sandhamnsgatan 57C,2.0,"Gärdet,",1788.0,3100000.0,2020-02-04,93939.0,11.0,33.0,1.0
Primusgatan 50,1.0,"Kungsholmen/Lilla Essingen,",3706.0,4125000.0,2020-02-04,65476.0,4.0,63.0,
Skeppargatan 71,1.0,"Nedre Gärdet / Östermalm,",4041.0,7000000.0,2020-02-04,82353.0,8.0,85.0,3.0
Norrtullsgatan 28,,"Vasastan,",5735.0,13225000.0,2020-02-04,91207.0,15.0,145.0,5.0
Folkskolegatan 3,,"Södermalm Hornstull,",2208.0,3400000.0,2020-02-04,85000.0,14.0,40.0,1.0
Atlasgatan 12,2.0,"Vasastan,",1279.0,3300000.0,2020-02-04,113793.0,23.0,29.0,1.0
Sigtunagatan 5A,,"Vasastan,",2430.0,7200000.0,2020-02-04,138462.0,8.0,52.0,2.0
Karlsviksgatan 12,5.0,"Kungsholmen,",1340.0,3220000.0,2020-02-04,100625.0,19.0,32.0,1.0
Folkskolegatan 4,4.0,"Södermalm / Hornstull,",1887.0,3670000.0,2020-02-04,104857.0,23.0,35.0,2.0
Karlsviksgatan 14,2.0,,1159.0,4000000.0,2020-02-04,102564.0,14.0,39.0,2.0
Sankt Eriksgatan 1,1.0,"Kungsholmen,",2266.0,4030000.0,2020-02-04,87609.0,15.0,46.0,2.0
Frödingsvägen 6,,"Fredhäll,",1682.0,3625000.0,2020-02-04,84302.0,21.0,43.0,2.0
Eriksbergsgatan 42,,"Östermalm,",1139.0,3900000.0,2020-02-04,84783.0,2.0,46.0,1.0
Nybrogatan 72,,"Östermalm,",1646.0,6550000.0,2020-02-04,123585.0,9.0,53.0,2.0
Alströmergatan 32K,,"Fridhemsplan,",1960.0,3765000.0,2020-02-04,87558.0,8.0,43.0,2.0
Surbrunnsgatan 2A,,"Östermalm,",2791.0,6420000.0,2020-02-04,114643.0,24.0,56.0,2.0
Storgatan 29,1.0,"Östermalm,",1975.0,16000000.0,2020-02-04,109589.0,11.0,146.0,6.0
Primusgatan 86,2.0,"Lilla Essingen,",2848.0,3500000.0,2020-02-04,74468.0,6.0,47.0,2.0
Labradorgatan 26,,"Norra Djurgårdsstaden,",2767.0,5500000.0,2020-02-03,91667.0,4.0,60.0,2.0
Melodislingan 7,4.0,"Östermalm / Nedre Gärdet,",5749.0,9600000.0,2020-02-03,112941.0,7.0,85.0,3.0
Kungsholmsgatan 11,,"Kungsholmen,",2521.0,3300000.0,2020-02-03,103125.0,18.0,32.0,1.0
Lindhagensterrassen 9,5.0,"Kungsholmen/Lindhagen,",1843.0,3310000.0,2020-02-03,84872.0,20.0,39.0,
Brantingsgatan 42,3.0,"Gärdet / Östermalm,",3219.0,6000000.0,2020-02-03,103448.0,33.0,58.0,2.0
Rörstrandsgatan 19,4.0,"Birkastan - Vasastan,",2910.0,7350000.0,2020-02-03,103521.0,28.0,71.0,
Reimersholmsgatan 59,3.0,"Södermalm/Reimersholme,",4471.0,5350000.0,2020-02-03,76429.0,13.0,70.0,2.0
Furusundsgatan 11,7.0,"Gärdet / Östermalm,",2094.0,3750000.0,2020-02-03,110294.0,25.0,34.0,2.0
Gästrikegatan 8,3.0,"Vasastan,",4966.0,9200000.0,2020-02-03,108235.0,12.0,85.0,3.0
Karlsviksgatan 7,,"Kungsholmen,",2484.0,4025000.0,2020-02-03,87500.0,7.0,46.0,2.0
Valhallavägen 46,,"Östermalm,",4142.0,6750000.0,2020-02-03,92466.0,8.0,73.0,2.0
Östermalmsgatan 101,,"Östermalm,",4613.0,27400000.0,2020-02-03,141237.0,19.0,194.0,5.0
Högalidsgatan 50,,"Hornstull,",2704.0,4900000.0,2020-02-02,87500.0,,56.0,2.0
Fridhemsgatan 15,7.0,"Kungsholmen,",2753.0,5300000.0,2020-02-02,96364.0,22.0,55.0,2.0
Grevgatan 18 A,,"Östermalm,",8603.0,15200000.0,2020-02-02,92121.0,4.0,165.0,5.0
Hornsbergs Strand 43,7.0,"Kungsholmen - Hornsbergs Strand,",3806.0,7800000.0,2020-02-02,100000.0,,78.0,3.0
Kristinehovsgatan 5A,55.0,"Högalid,",4318.0,5800000.0,2020-02-02,87879.0,16.0,66.0,2.0
Rörstrandsgatan 16A,3.0,"Vasastan Birkastan,",5310.0,13800000.0,2020-02-01,97183.0,15.0,142.0,5.0
Torsplan 8,,"Vasastan,",3847.0,6500000.0,2020-02-01,103175.0,5.0,63.0,3.0
Stenbocksgatan 4,,"Östermalm,",2893.0,8310000.0,2020-02-01,100120.0,7.0,83.0,3.0
Lundagatan 48A,0.0,"Södermalm- Högalid,",1182.0,2400000.0,2020-02-01,120000.0,20.0,20.0,1.0
Ängskärsgatan 4,,"Gärdet / Östermalm,",1673.0,3450000.0,2020-01-31,101471.0,17.0,34.0,
Lars Forssells Gata 33,6.0,"Kungsholmen - Hornsbergs Strand,",2137.0,4025000.0,2020-01-31,89444.0,7.0,45.0,2.0
Jaktgatan 12,4.0,"Norra Djurgårdsstaden,",4271.0,6350000.0,2020-01-31,77439.0,,82.0,3.0
Labradorgatan 26,,"Norra Djurgårdsstaden,",3831.0,8200000.0,2020-01-31,92135.0,1.0,89.0,3.0
Torsplan 8,10.0,"Vasastan/Hagastaden,",4516.0,7650000.0,2020-01-31,99351.0,,77.0,3.0
Torsplan 8,9.0,"Hagastaden,",3866.0,5950000.0,2020-01-31,94444.0,3.0,63.0,2.0
Bondegatan 46,,"Södermalm - Nytorget,",1932.0,3200000.0,2020-01-31,100000.0,21.0,32.0,
Pontonjärgatan 4,4.0,"Kungsholmen,",3329.0,4300000.0,2020-01-31,89583.0,8.0,48.0,2.0
Tomtebogatan 32,3.0,"Stockholm,",3990.0,7600000.0,2020-01-31,91566.0,10.0,83.0,3.0
Robert Almströmsgatan 10,,"Vasastan,",3826.0,7575000.0,2020-01-31,81452.0,2.0,93.0,
Odengatan 71,2.0,"Vasastan,",5499.0,8500000.0,2020-01-31,77273.0,3.0,110.0,
Observatoriegatan 9,2.0,"Vasastan,",2920.0,5650000.0,2020-01-31,95763.0,3.0,59.0,2.0
Barnängs Tvärgränd 5,1.0,"Södermalm - invid Vitabergsparken,",5299.0,6000000.0,2020-01-31,73171.0,,82.0,3.0
Dalagatan 76 A,3.0,"Vasastan,",3081.0,6350000.0,2020-01-31,109483.0,12.0,58.0,2.0
Hantverkargatan 46,,"Kungsholmen,",2550.0,4900000.0,2020-01-31,96078.0,3.0,51.0,2.0
Maria Bangata 2B,5.0,"Södermalm Högalid,",1408.0,2995000.0,2020-01-31,115192.0,,26.0,1.0
Alströmergatan 32K,2.0,"Kungsholmen,",1895.0,3405000.0,2020-01-31,87308.0,14.0,39.0,1.0
Johannesgatan 10,1.0,"Vasastan - Norrmalm,",1867.0,4000000.0,2020-01-31,108108.0,25.0,37.0,2.0
Högalidsgatan 32A,,"Södermalm Hornstull,",1406.0,3100000.0,2020-01-31,103333.0,25.0,30.0,1.0
Kellgrensgatan 10,,"Kungsholmen,",4981.0,6300000.0,2020-01-31,71591.0,,88.0,4.0
Grubbens Gata 3,2.0,"Kungsholmen,",3263.0,6350000.0,2020-01-31,93382.0,12.0,68.0,2.0
Fridhemsgatan 9,,"Kungsholmen,",3432.0,6600000.0,2020-01-31,89189.0,14.0,74.0,2.0
Rindögatan 14,2.0,"Gärdet,",1715.0,2920000.0,2020-01-31,116800.0,18.0,25.0,1.0
Vulcanusgatan 3,,"Vasastan,",4667.0,8800000.0,2020-01-31,111392.0,12.0,79.0,3.0
Ängskärsgatan 4,6.0,"Nedre Gärdet,",3493.0,7000000.0,2020-01-31,98592.0,17.0,71.0,3.0
Linnégatan 92,,"Stockholm,",1374.0,7100000.0,2020-01-31,124561.0,19.0,57.0,
Baltzar von Platens Gata 4,,"Kungsholmen/Norr Mälarstrand,",4975.0,10000000.0,2020-01-31,102041.0,4.0,98.0,3.0
Sibyllegatan 22,,"Östermalm,",1667.0,6150000.0,2020-01-31,111818.0,13.0,55.0,2.0
Norrtullsgatan 41,56.0,"Vasastan,",4310.0,10400000.0,2020-01-31,111828.0,7.0,93.0,4.0
Nimrodsgatan 21,,"Norra Djurgårdsstaden,",3179.0,5525000.0,2020-01-30,85000.0,1.0,65.0,3.0
Skeppargatan 77,,"Östermalm / Nedre Gärdet,",1646.0,3300000.0,2020-01-30,113793.0,25.0,29.0,2.0
Atlasgatan 1,4.0,"Vasastan - Atlas,",2955.0,5550000.0,2020-01-30,88095.0,11.0,63.0,2.0
Kronobergsgatan 20,4.0,"Kungsholmen,",1077.0,3010000.0,2020-01-30,188125.0,35.0,16.0,1.0
Gävlegatan 26,,"Vasastan/ Torsplan,",3250.0,7130000.0,2020-01-30,109692.0,,65.0,2.0
Lindhagensgatan 67,15.0,"Kungsholmen - Thorildsplan,",2459.0,3305000.0,2020-01-30,76860.0,10.0,43.0,2.0
Ringvägen 14,,"Södermalm Högalid,",1073.0,3780000.0,2020-01-30,96923.0,26.0,39.0,2.0
Sandelsgatan 40,,"Östermalm/Gärdet,",1337.0,2955000.0,2020-01-30,113654.0,,26.0,1.0
Svarvargatan 3,,"Kungsholmen,",3111.0,5900000.0,2020-01-30,81944.0,7.0,72.0,3.0
Essingetorget 39,,"Stora Essingen,",2013.0,3075000.0,2020-01-30,78846.0,18.0,39.0,2.0
Bergsgatan 37,2.0,"Kungsholmen,",1647.0,6325000.0,2020-01-30,84333.0,9.0,75.0,3.0
Wallingatan 16,2.0,"Vasastan - City/Norrmalm,",2830.0,5270000.0,2020-01-30,112128.0,17.0,47.0,2.0
Rålambsvägen 27,,"Kungsholmen/Marieberg,",1782.0,3670000.0,2020-01-30,67963.0,5.0,54.0,2.0
Karlbergsvägen 89,,"Vasastan - Birkastan,",1639.0,5850000.0,2020-01-30,90000.0,6.0,65.0,2.0
Essinge Brogata 15,4.0,"Lilla Essingen,",1947.0,3250000.0,2020-01-30,83333.0,25.0,39.0,2.0
Wallingatan 14,,"Norrmalm / City,",1359.0,3220000.0,2020-01-30,111034.0,19.0,29.0,1.0
Wollmar Yxkullsgatan 5 ög,1.0,"Södermalm - Mariatorget,",4026.0,6500000.0,2020-01-30,100000.0,,65.0,3.0
Strålgatan 8,3.0,"Lilla Essingen,",1812.0,2550000.0,2020-01-30,98077.0,28.0,26.0,1.0
Upplandsgatan 65A,,"Vasastan/Odenplan,",3017.0,8100000.0,2020-01-30,96429.0,8.0,84.0,4.0
Valhallavägen 174,2.0,"Östermalm,",1914.0,3748000.0,2020-01-30,93700.0,7.0,40.0,1.0
Jutas backe 5,,"Vasastan - Norrmalm,",3460.0,6400000.0,2020-01-30,95522.0,9.0,67.0,3.0
Gävlegatan 7,4.0,"Vasastan Rödabergen,",1705.0,4000000.0,2020-01-30,95238.0,14.0,42.0,2.0
Bondegatan 64,15.0,"Södermalm Sofia,",3583.0,8350000.0,2020-01-30,94886.0,29.0,88.0,4.0
Upplandsgatan 25A,3.0,"Vasastan,",930.0,2695000.0,2020-01-30,149722.0,,18.0,1.0
Linnégatan 90,,"Östermalm,",2237.0,7500000.0,2020-01-30,119048.0,,63.0,2.0
Timmermansgatan 39,3.0,"Södermalm,",4255.0,10250000.0,2020-01-30,100490.0,8.0,102.0,4.0
Sågargatan 17,3.0,"Södermalm - Sofia,",1673.0,2650000.0,2020-01-30,120455.0,21.0,22.0,1.0
Västmannagatan 89,,"Vasastan,",947.0,2800000.0,2020-01-30,121739.0,22.0,23.0,1.0
Kristinebergs Strand 27,,"Kungsholmen,",3105.0,4995000.0,2020-01-30,90818.0,,55.0,2.0
Linnégatan 92,,"Östermalm,",2497.0,14900000.0,2020-01-30,129565.0,3.0,115.0,
Rådmansgatan 22,,"Östermalm,",4367.0,15800000.0,2020-01-30,117910.0,6.0,134.0,3.0
Nybrogatan 75D,,"Östermalm,",2358.0,7550000.0,2020-01-30,127966.0,16.0,59.0,2.0
Torbjörn Klockares gata 2,,"Vasastan / Röda bergen,",1654.0,3800000.0,2020-01-30,95000.0,13.0,40.0,2.0
